full,city,state,extraversion,neuroticism,agreeableness,conscientiousness,openness,pop,lat,long,extraversion_scaled,neuroticism_scaled,agreeableness_scaled,conscientiousness_scaled,openness_scaled,extraversion_percentile,neuroticism_percentile,agreeableness_percentile,conscientiousness_percentile,openness_percentile
Apple Valley MN,Apple Valley,Minnesota,-0.08,0.05,-0.05,-0.04,-0.18,51609,44.75,-93.2,-0.5333333333333334,0.4374999999999998,-0.2558139534883722,-0.30434782608695654,-1,0.008939974457215836,0.8326947637292464,0.1111111111111111,0.1111111111111111,0
Franklin TN,Franklin,Tennessee,0.03,-0,0.08,-0.03,-0.05,51478,35.93,-86.84,0.19999999999999996,0.125,0.34883720930232553,-0.21739130434782605,-0.33333333333333337,0.7675606641123882,0.5108556832694764,0.8735632183908046,0.17879948914431673,0.17624521072796934
Tulare CA,Tulare,California,0.01,0.02,-0,0.01,0.01,51365,36.2,-119.34,0.06666666666666665,0.24999999999999978,-0.023255813953488413,0.1304347826086958,-0.02564102564102566,0.5632183908045977,0.6564495530012772,0.3090676883780332,0.5593869731800766,0.5325670498084292
Grapevine TX,Grapevine,Texas,0.05,-0.03,0.03,0.03,0.06,51334,32.93,-97.07,0.3333333333333335,-0.0625,0.11627906976744184,0.30434782608695654,0.23076923076923062,0.8837803320561941,0.2656449553001277,0.5389527458492975,0.776500638569604,0.7994891443167306
Shoreline WA,Shoreline,Washington,-0.02,0.03,0.07,-0.03,0,51316,47.75,-122.36,-0.1333333333333333,0.3125,0.30232558139534893,-0.21739130434782605,-0.07692307692307698,0.2656449553001277,0.7305236270753512,0.8173690932311622,0.17879948914431673,0.4661558109833972
Monroe LA,Monroe,Louisiana,0.04,-0.14,0.1,0.09,0.08,51292,32.51,-92.08,0.26666666666666683,-0.7500000000000001,0.4418604651162792,0.8260869565217392,0.33333333333333326,0.8301404853128991,0.007662835249042145,0.9425287356321839,0.9923371647509579,0.8684546615581098
Auburn AL,Auburn,Alabama,0.04,-0.04,0.05,0.05,0.02,51236,32.59,-85.48,0.26666666666666683,-0.1250000000000001,0.2093023255813955,0.4782608695652173,0.02564102564102555,0.8301404853128991,0.19284802043422733,0.6845466155810983,0.9169859514687101,0.5951468710089399
Elkhart IN,Elkhart,Indiana,0.01,0.07,0.11,0.01,-0.07,51198,41.69,-85.97,0.06666666666666665,0.5625,0.4883720930232558,0.1304347826086958,-0.435897435897436,0.5632183908045977,0.9003831417624522,0.9655172413793104,0.5593869731800766,0.08939974457215837
Middletown CT,Middletown,Connecticut,-0.01,0.07,-0.05,-0.04,-0.01,51189,41.55,-72.65,-0.06666666666666676,0.5625,-0.2558139534883722,-0.30434782608695654,-0.1282051282051283,0.367816091954023,0.9003831417624522,0.1111111111111111,0.1111111111111111,0.40229885057471265
New Brunswick NJ,New Brunswick,New Jersey,0.02,-0.01,-0.08,-0.03,0.12,51044,40.49,-74.45,0.1333333333333333,0.06249999999999978,-0.39534883720930225,-0.21739130434782605,0.5384615384615383,0.6730523627075351,0.43167305236270753,0.05236270753512133,0.17879948914431673,0.9425287356321839
Cupertino CA,Cupertino,California,-0.07,0.01,0.07,-0.09,-0.03,50952,37.31,-122.05,-0.4666666666666667,0.1875,0.30232558139534893,-0.7391304347826086,-0.23076923076923084,0.024265644955300127,0.5874840357598978,0.8173690932311622,0.008939974457215836,0.2848020434227331
Corvallis OR,Corvallis,Oregon,-0.09,-0.08,0.06,0.03,-0.01,50932,44.57,-123.28,-0.6,-0.3750000000000001,0.2558139534883721,0.30434782608695654,-0.1282051282051283,0.005108556832694764,0.04342273307790549,0.7535121328224776,0.776500638569604,0.40229885057471265
Berwyn IL,Berwyn,Illinois,0.01,0.02,0.02,-0.04,0.04,50904,41.84,-87.79,0.06666666666666665,0.24999999999999978,0.06976744186046502,-0.30434782608695654,0.1282051282051282,0.5632183908045977,0.6564495530012772,0.46360153256704983,0.1111111111111111,0.7113665389527458
Palm Beach Gardens FL,Palm Beach Gardens,Florida,0.03,-0.03,0.05,-0.04,0.03,50768,26.84,-80.12,0.19999999999999996,-0.0625,0.2093023255813955,-0.30434782608695654,0.07692307692307687,0.7675606641123882,0.2656449553001277,0.6845466155810983,0.1111111111111111,0.6564495530012772
East Providence RI,East Providence,Rhode Island,-0.03,-0,0.04,0.01,-0.09,50750,41.8,-71.36,-0.19999999999999996,0.125,0.16279069767441867,0.1304347826086958,-0.5384615384615385,0.17879948914431673,0.5108556832694764,0.6232439335887612,0.5593869731800766,0.034482758620689655
Peabody MA,Peabody,Massachusetts,-0.07,0.11,-0,-0.01,-0.03,50698,42.53,-70.97,-0.4666666666666667,0.8124999999999998,-0.023255813953488413,-0.04347826086956519,-0.23076923076923084,0.024265644955300127,0.9833971902937421,0.3090676883780332,0.3397190293742018,0.2848020434227331
La Mirada CA,La Mirada,California,0.01,-0.07,0.01,0.02,-0.04,50598,33.9,-118.01,0.06666666666666665,-0.3125000000000001,0.023255813953488413,0.21739130434782616,-0.28205128205128216,0.5632183908045977,0.06385696040868455,0.37420178799489145,0.6743295019157088,0.2260536398467433
Pocatello ID,Pocatello,Idaho,-0.08,0.02,0.06,0.04,0.12,50496,42.88,-112.47,-0.5333333333333334,0.24999999999999978,0.2558139534883721,0.39130434782608714,0.5384615384615383,0.008939974457215836,0.6564495530012772,0.7535121328224776,0.8671775223499362,0.9425287356321839
Ocala FL,Ocala,Florida,-0.01,-0.02,0.07,0.03,-0,50241,29.19,-82.13,-0.06666666666666676,0,0.30232558139534893,0.30434782608695654,-0.07692307692307698,0.367816091954023,0.3397190293742018,0.8173690932311622,0.776500638569604,0.4661558109833972
La Crosse WI,La Crosse,Wisconsin,-0.02,0.02,0.02,0.01,0,50147,43.83,-91.23,-0.1333333333333333,0.24999999999999978,0.06976744186046502,0.1304347826086958,-0.07692307692307698,0.2656449553001277,0.6564495530012772,0.46360153256704983,0.5593869731800766,0.4661558109833972
Palm Desert CA,Palm Desert,California,0.02,-0,0.03,0.02,-0,50126,33.73,-116.38,0.1333333333333333,0.125,0.11627906976744184,0.21739130434782616,-0.07692307692307698,0.6730523627075351,0.5108556832694764,0.5389527458492975,0.6743295019157088,0.4661558109833972
Blue Springs MO,Blue Springs,Missouri,-0.05,0.09,0.01,0.01,-0.03,50116,39.02,-94.27,-0.33333333333333337,0.6875,0.023255813953488413,0.1304347826086958,-0.23076923076923084,0.06768837803320563,0.9489144316730523,0.37420178799489145,0.5593869731800766,0.2848020434227331
Mansfield OH,Mansfield,Ohio,0.01,0.03,-0.03,0,-0.01,50010,40.76,-82.53,0.06666666666666665,0.3125,-0.16279069767441867,0.04347826086956519,-0.1282051282051283,0.5632183908045977,0.7305236270753512,0.16219667943805874,0.46998722860791825,0.40229885057471265
Poway CA,Poway,California,0.05,-0.01,0.03,0,0.02,49943,32.99,-117.02,0.3333333333333335,0.06249999999999978,0.11627906976744184,0.04347826086956519,0.02564102564102555,0.8837803320561941,0.43167305236270753,0.5389527458492975,0.46998722860791825,0.5951468710089399
Minnetonka MN,Minnetonka,Minnesota,0.06,-0.07,0.07,0.02,-0.02,49918,44.93,-93.46,0.3999999999999999,-0.3125000000000001,0.30232558139534893,0.21739130434782616,-0.17948717948717952,0.9233716475095786,0.06385696040868455,0.8173690932311622,0.6743295019157088,0.34227330779054915
Charleston WV,Charleston,West Virginia,-0.01,0.04,0.03,0.01,0.09,49804,38.35,-81.63,-0.06666666666666676,0.375,0.11627906976744184,0.1304347826086958,0.3846153846153846,0.367816091954023,0.7969348659003831,0.5389527458492975,0.5593869731800766,0.8914431673052363
Goodyear AZ,Goodyear,Arizona,0,-0.05,0.03,0.02,-0.01,49748,33.35,-112.41,0,-0.1875,0.11627906976744184,0.21739130434782616,-0.1282051282051283,0.48148148148148145,0.13026819923371646,0.5389527458492975,0.6743295019157088,0.40229885057471265
Placentia CA,Placentia,California,0.03,-0.04,0.05,0.01,0.01,49679,33.88,-117.85,0.19999999999999996,-0.1250000000000001,0.2093023255813955,0.1304347826086958,-0.02564102564102566,0.7675606641123882,0.19284802043422733,0.6845466155810983,0.5593869731800766,0.5325670498084292
Euclid OH,Euclid,Ohio,0.06,-0.04,0.02,-0,0.02,49602,41.59,-81.52,0.3999999999999999,-0.1250000000000001,0.06976744186046502,0.04347826086956519,0.02564102564102555,0.9233716475095786,0.19284802043422733,0.46360153256704983,0.46998722860791825,0.5951468710089399
Mentor OH,Mentor,Ohio,-0.06,0.03,-0.01,-0.03,0,49597,41.69,-81.33,-0.4,0.3125,-0.06976744186046513,-0.21739130434782605,-0.07692307692307698,0.0421455938697318,0.7305236270753512,0.24521072796934865,0.17879948914431673,0.4661558109833972
Bedford TX,Bedford,Texas,-0.02,0.05,0.01,-0,-0.01,49572,32.85,-97.13,-0.1333333333333333,0.4374999999999998,0.023255813953488413,0.04347826086956519,-0.1282051282051283,0.2656449553001277,0.8326947637292464,0.37420178799489145,0.46998722860791825,0.40229885057471265
Mishawaka IN,Mishawaka,Indiana,-0.07,0.1,0.01,0.01,-0.03,49534,41.67,-86.17,-0.4666666666666667,0.7500000000000002,0.023255813953488413,0.1304347826086958,-0.23076923076923084,0.024265644955300127,0.9693486590038314,0.37420178799489145,0.5593869731800766,0.2848020434227331
Perth Amboy NJ,Perth Amboy,New Jersey,0.03,-0.02,-0.01,0,-0.02,49448,40.52,-74.27,0.19999999999999996,0,-0.06976744186046513,0.04347826086956519,-0.17948717948717952,0.7675606641123882,0.3397190293742018,0.24521072796934865,0.46998722860791825,0.34227330779054915
Carmel IN,Carmel,Indiana,0.01,-0.03,0.02,-0.01,-0.05,49188,39.97,-86.11,0.06666666666666665,-0.0625,0.06976744186046502,-0.04347826086956519,-0.33333333333333337,0.5632183908045977,0.2656449553001277,0.46360153256704983,0.3397190293742018,0.17624521072796934
San Marcos TX,San Marcos,Texas,-0.04,0.01,0.07,-0.01,-0.01,49051,29.88,-97.93,-0.2666666666666667,0.1875,0.30232558139534893,-0.04347826086956519,-0.1282051282051283,0.10983397190293742,0.5874840357598978,0.8173690932311622,0.3397190293742018,0.40229885057471265
Covina CA,Covina,California,0.01,-0.05,0.06,0.01,0.05,49039,34.09,-117.88,0.06666666666666665,-0.1875,0.2558139534883721,0.1304347826086958,0.1794871794871793,0.5632183908045977,0.13026819923371646,0.7535121328224776,0.5593869731800766,0.7586206896551724
Novato CA,Novato,California,0.02,0.06,0.06,-0.04,0.09,49005,38.09,-122.56,0.1333333333333333,0.5,0.2558139534883721,-0.30434782608695654,0.3846153846153846,0.6730523627075351,0.876117496807152,0.7535121328224776,0.1111111111111111,0.8914431673052363
Azusa CA,Azusa,California,-0.01,-0.03,-0.02,-0.02,0.04,48992,34.14,-117.91,-0.06666666666666676,-0.0625,-0.11627906976744184,-0.13043478260869568,0.1282051282051282,0.367816091954023,0.2656449553001277,0.20178799489144317,0.2515964240102171,0.7113665389527458
Bellevue NE,Bellevue,Nebraska,-0.01,0.01,0.07,0.02,-0.06,48894,41.16,-95.92,-0.06666666666666676,0.1875,0.30232558139534893,0.21739130434782616,-0.3846153846153847,0.367816091954023,0.5874840357598978,0.8173690932311622,0.6743295019157088,0.12643678160919541
Hanford CA,Hanford,California,0.01,0.03,0.08,-0.01,0.08,48892,36.33,-119.65,0.06666666666666665,0.3125,0.34883720930232553,-0.04347826086956519,0.33333333333333326,0.5632183908045977,0.7305236270753512,0.8735632183908046,0.3397190293742018,0.8684546615581098
Moore OK,Moore,Oklahoma,-0.02,0.05,-0.01,0.03,-0.04,48749,35.33,-97.47,-0.1333333333333333,0.4374999999999998,-0.06976744186046513,0.30434782608695654,-0.28205128205128216,0.2656449553001277,0.8326947637292464,0.24521072796934865,0.776500638569604,0.2260536398467433
Hattiesburg MS,Hattiesburg,Mississippi,-0.01,-0.01,-0.04,0.03,-0.05,48728,31.31,-89.31,-0.06666666666666676,0.06249999999999978,-0.2093023255813954,0.30434782608695654,-0.33333333333333337,0.367816091954023,0.43167305236270753,0.140485312899106,0.776500638569604,0.17624521072796934
East Lansing MI,East Lansing,Michigan,-0.01,0.02,-0.04,-0.01,0.06,48618,42.74,-84.48,-0.06666666666666676,0.24999999999999978,-0.2093023255813954,-0.04347826086956519,0.23076923076923062,0.367816091954023,0.6564495530012772,0.140485312899106,0.3397190293742018,0.7994891443167306
Perris CA,Perris,California,0,-0.02,0.05,0,-0,48555,33.79,-117.22,0,0,0.2093023255813955,0.04347826086956519,-0.07692307692307698,0.48148148148148145,0.3397190293742018,0.6845466155810983,0.46998722860791825,0.4661558109833972
Meridian ID,Meridian,Idaho,-0.05,-0.01,0.06,0.03,-0.11,48376,43.61,-116.4,-0.33333333333333337,0.06249999999999978,0.2558139534883721,0.30434782608695654,-0.6410256410256411,0.06768837803320563,0.43167305236270753,0.7535121328224776,0.776500638569604,0.01277139208173691
Grand Forks ND,Grand Forks,North Dakota,-0.02,0.08,0.05,-0.03,-0.09,48195,47.92,-97.07,-0.1333333333333333,0.625,0.2093023255813955,-0.21739130434782605,-0.5384615384615385,0.2656449553001277,0.929757343550447,0.6845466155810983,0.17879948914431673,0.034482758620689655
Sheboygan WI,Sheboygan,Wisconsin,-0.03,-0.01,0.06,0.02,-0.06,48123,43.75,-87.73,-0.19999999999999996,0.06249999999999978,0.2558139534883721,0.21739130434782616,-0.3846153846153847,0.17879948914431673,0.43167305236270753,0.7535121328224776,0.6743295019157088,0.12643678160919541
Tigard OR,Tigard,Oregon,-0,0,0.07,-0.05,-0.01,48122,45.43,-122.77,0,0.125,0.30232558139534893,-0.3913043478260869,-0.1282051282051283,0.48148148148148145,0.5108556832694764,0.8173690932311622,0.07151979565772669,0.40229885057471265
Troy NY,Troy,New York,-0.01,0.1,-0.06,-0.05,-0.04,47993,42.73,-73.68,-0.06666666666666676,0.7500000000000002,-0.3023255813953488,-0.3913043478260869,-0.28205128205128216,0.367816091954023,0.9693486590038314,0.08556832694763729,0.07151979565772669,0.2260536398467433
Huntington WV,Huntington,West Virginia,-0.03,0.09,0.06,-0,0.07,47905,38.41,-82.43,-0.19999999999999996,0.6875,0.2558139534883721,0.04347826086956519,0.28205128205128194,0.17879948914431673,0.9489144316730523,0.7535121328224776,0.46998722860791825,0.8403575989782887
Plainfield NJ,Plainfield,New Jersey,0.05,-0.06,-0.09,-0.02,0.15,47769,40.62,-74.42,0.3333333333333335,-0.25,-0.4418604651162791,-0.13043478260869568,0.6923076923076921,0.8837803320561941,0.09578544061302682,0.04342273307790549,0.2515964240102171,0.9731800766283525
Redmond WA,Redmond,Washington,-0.04,-0.03,0.06,-0.01,-0.04,47662,47.67,-122.11,-0.2666666666666667,-0.0625,0.2558139534883721,-0.04347826086956519,-0.28205128205128216,0.10983397190293742,0.2656449553001277,0.7535121328224776,0.3397190293742018,0.2260536398467433
Harrisburg PA,Harrisburg,Pennsylvania,-0.05,0.07,-0.06,-0.02,0.01,47576,40.28,-76.88,-0.33333333333333337,0.5625,-0.3023255813953488,-0.13043478260869568,-0.02564102564102566,0.06768837803320563,0.9003831417624522,0.08556832694763729,0.2515964240102171,0.5325670498084292
New Braunfels TX,New Braunfels,Texas,-0.03,-0.11,0.03,-0.03,-0.06,47533,29.7,-98.12,-0.19999999999999996,-0.5625,0.11627906976744184,-0.21739130434782605,-0.3846153846153847,0.17879948914431673,0.019157088122605363,0.5389527458492975,0.17879948914431673,0.12643678160919541
Cypress CA,Cypress,California,0.03,-0.01,0.07,-0.07,0.02,47521,33.82,-118.04,0.19999999999999996,0.06249999999999978,0.30232558139534893,-0.5652173913043479,0.02564102564102555,0.7675606641123882,0.43167305236270753,0.8173690932311622,0.02554278416347382,0.5951468710089399
Smyrna GA,Smyrna,Georgia,-0.01,0.01,0.02,0.01,0.03,47442,33.87,-84.52,-0.06666666666666676,0.1875,0.06976744186046502,0.1304347826086958,0.07692307692307687,0.367816091954023,0.5874840357598978,0.46360153256704983,0.5593869731800766,0.6564495530012772
Palm Springs CA,Palm Springs,California,0.01,-0.05,0.06,0.02,0.09,47434,33.78,-116.53,0.06666666666666665,-0.1875,0.2558139534883721,0.21739130434782616,0.3846153846153846,0.5632183908045977,0.13026819923371646,0.7535121328224776,0.6743295019157088,0.8914431673052363
Kentwood MI,Kentwood,Michigan,0.03,0.03,0.03,0.02,-0.03,47421,42.88,-85.59,0.19999999999999996,0.3125,0.11627906976744184,0.21739130434782616,-0.23076923076923084,0.7675606641123882,0.7305236270753512,0.5389527458492975,0.6743295019157088,0.2848020434227331
Burlington NC,Burlington,North Carolina,-0.02,0.02,0.05,-0,0.02,47290,36.08,-79.45,-0.1333333333333333,0.24999999999999978,0.2093023255813955,0.04347826086956519,0.02564102564102555,0.2656449553001277,0.6564495530012772,0.6845466155810983,0.46998722860791825,0.5951468710089399
Chesterfield MO,Chesterfield,Missouri,-0,0.01,0.04,-0.03,-0.08,47202,38.65,-90.58,0,0.1875,0.16279069767441867,-0.21739130434782605,-0.4871794871794872,0.48148148148148145,0.5874840357598978,0.6232439335887612,0.17879948914431673,0.06513409961685823
Wilson NC,Wilson,North Carolina,0.01,-0.04,0.03,-0.02,0.03,47191,35.73,-77.92,0.06666666666666665,-0.1250000000000001,0.11627906976744184,-0.13043478260869568,0.07692307692307687,0.5632183908045977,0.19284802043422733,0.5389527458492975,0.2515964240102171,0.6564495530012772
Roseville MI,Roseville,Michigan,-0.02,0.04,0.04,0.05,-0.02,47190,42.51,-82.94,-0.1333333333333333,0.375,0.16279069767441867,0.4782608695652173,-0.17948717948717952,0.2656449553001277,0.7969348659003831,0.6232439335887612,0.9169859514687101,0.34227330779054915
Cleveland Heights OH,Cleveland Heights,Ohio,-0.04,0.02,-0.03,-0.01,-0,47123,41.51,-81.56,-0.2666666666666667,0.24999999999999978,-0.16279069767441867,-0.04347826086956519,-0.07692307692307698,0.10983397190293742,0.6564495530012772,0.16219667943805874,0.3397190293742018,0.4661558109833972
Biloxi MS,Biloxi,Mississippi,0.01,0.01,0.02,0.02,0.01,47110,30.41,-88.93,0.06666666666666665,0.1875,0.06976744186046502,0.21739130434782616,-0.02564102564102566,0.5632183908045977,0.5874840357598978,0.46360153256704983,0.6743295019157088,0.5325670498084292
Joplin MO,Joplin,Missouri,-0.04,0.04,0.02,0.01,-0.09,47060,37.08,-94.5,-0.2666666666666667,0.375,0.06976744186046502,0.1304347826086958,-0.5384615384615385,0.10983397190293742,0.7969348659003831,0.46360153256704983,0.5593869731800766,0.034482758620689655
Rogers AR,Rogers,Arkansas,0.04,-0.03,0.1,0.01,-0.01,46984,36.33,-94.13,0.26666666666666683,-0.0625,0.4418604651162792,0.1304347826086958,-0.1282051282051283,0.8301404853128991,0.2656449553001277,0.9425287356321839,0.5593869731800766,0.40229885057471265
Newark OH,Newark,Ohio,-0.04,0.04,0.02,0.04,-0.04,46870,40.07,-82.42,-0.2666666666666667,0.375,0.06976744186046502,0.39130434782608714,-0.28205128205128216,0.10983397190293742,0.7969348659003831,0.46360153256704983,0.8671775223499362,0.2260536398467433
Cedar Hill TX,Cedar Hill,Texas,0.01,0,-0.02,-0,0.08,46869,32.58,-96.96,0.06666666666666665,0.125,-0.11627906976744184,0.04347826086956519,0.33333333333333326,0.5632183908045977,0.5108556832694764,0.20178799489144317,0.46998722860791825,0.8684546615581098
Sanford FL,Sanford,Florida,-0.06,-0.03,0.03,0.03,-0.02,46777,28.79,-81.28,-0.4,-0.0625,0.11627906976744184,0.30434782608695654,-0.17948717948717952,0.0421455938697318,0.2656449553001277,0.5389527458492975,0.776500638569604,0.34227330779054915
Portage MI,Portage,Michigan,-0.04,0.02,0.07,-0.01,-0.09,46666,42.2,-85.59,-0.2666666666666667,0.24999999999999978,0.30232558139534893,-0.04347826086956519,-0.5384615384615385,0.10983397190293742,0.6564495530012772,0.8173690932311622,0.3397190293742018,0.034482758620689655
Bell Gardens CA,Bell Gardens,California,-0.04,0.03,-0.03,-0.01,-0.06,46504,33.97,-118.15,-0.2666666666666667,0.3125,-0.16279069767441867,-0.04347826086956519,-0.3846153846153847,0.10983397190293742,0.7305236270753512,0.16219667943805874,0.3397190293742018,0.12643678160919541
Pinellas Park FL,Pinellas Park,Florida,-0,-0.03,0.02,-0,-0.04,46469,27.86,-82.71,0,-0.0625,0.06976744186046502,0.04347826086956519,-0.28205128205128216,0.48148148148148145,0.2656449553001277,0.46360153256704983,0.46998722860791825,0.2260536398467433
Altoona PA,Altoona,Pennsylvania,-0.02,0.11,-0.01,-0.01,-0.1,46442,40.51,-78.4,-0.1333333333333333,0.8124999999999998,-0.06976744186046513,-0.04347826086956519,-0.5897435897435899,0.2656449553001277,0.9833971902937421,0.24521072796934865,0.3397190293742018,0.022988505747126436
Grand Junction CO,Grand Junction,Colorado,-0.04,0.01,0.03,0.04,-0.06,46350,39.09,-108.55,-0.2666666666666667,0.1875,0.11627906976744184,0.39130434782608714,-0.3846153846153847,0.10983397190293742,0.5874840357598978,0.5389527458492975,0.8671775223499362,0.12643678160919541
Woonsocket RI,Woonsocket,Rhode Island,-0.01,0.02,0.01,0.02,-0.02,46297,42,-71.5,-0.06666666666666676,0.24999999999999978,0.023255813953488413,0.21739130434782616,-0.17948717948717952,0.367816091954023,0.6564495530012772,0.37420178799489145,0.6743295019157088,0.34227330779054915
San Ramon CA,San Ramon,California,0.06,-0.02,0.06,-0.04,-0.03,46278,37.76,-121.95,0.3999999999999999,0,0.2558139534883721,-0.30434782608695654,-0.23076923076923084,0.9233716475095786,0.3397190293742018,0.7535121328224776,0.1111111111111111,0.2848020434227331
Revere MA,Revere,Massachusetts,0.02,0.06,-0.05,-0.02,-0.05,46259,42.42,-70.99,0.1333333333333333,0.5,-0.2558139534883722,-0.13043478260869568,-0.33333333333333337,0.6730523627075351,0.876117496807152,0.1111111111111111,0.2515964240102171,0.17624521072796934
Richland WA,Richland,Washington,-0.04,-0.03,0.05,0.01,-0.03,46156,46.29,-119.29,-0.2666666666666667,-0.0625,0.2093023255813955,0.1304347826086958,-0.23076923076923084,0.10983397190293742,0.2656449553001277,0.6845466155810983,0.5593869731800766,0.2848020434227331
Kokomo IN,Kokomo,Indiana,-0.04,0.11,0.03,-0.04,-0.12,46130,40.48,-86.13,-0.2666666666666667,0.8124999999999998,0.11627906976744184,-0.30434782608695654,-0.6923076923076923,0.10983397190293742,0.9833971902937421,0.5389527458492975,0.1111111111111111,0.006385696040868455
Auburn WA,Auburn,Washington,0.06,-0.02,0.12,0.02,-0.07,46108,47.3,-122.21,0.3999999999999999,0,0.5348837209302324,0.21739130434782616,-0.435897435897436,0.9233716475095786,0.3397190293742018,0.9782886334610472,0.6743295019157088,0.08939974457215837
Gilroy CA,Gilroy,California,-0,0.02,0.01,-0.02,-0,46107,37.01,-121.58,0,0.24999999999999978,0.023255813953488413,-0.13043478260869568,-0.07692307692307698,0.48148148148148145,0.6564495530012772,0.37420178799489145,0.2515964240102171,0.4661558109833972
Enid OK,Enid,Oklahoma,0.01,0.03,0.07,0.03,-0.06,45935,36.41,-97.87,0.06666666666666665,0.3125,0.30232558139534893,0.30434782608695654,-0.3846153846153847,0.5632183908045977,0.7305236270753512,0.8173690932311622,0.776500638569604,0.12643678160919541
Delano CA,Delano,California,-0,-0.01,0.01,0,0.02,45933,35.76,-119.25,0,0.06249999999999978,0.023255813953488413,0.04347826086956519,0.02564102564102555,0.48148148148148145,0.43167305236270753,0.37420178799489145,0.46998722860791825,0.5951468710089399
Kirkland WA,Kirkland,Washington,-0.06,-0.04,0.09,-0.03,0.01,45913,47.68,-122.19,-0.4,-0.1250000000000001,0.39534883720930236,-0.21739130434782605,-0.02564102564102566,0.0421455938697318,0.19284802043422733,0.9080459770114943,0.17879948914431673,0.5325670498084292
Valdosta GA,Valdosta,Georgia,0.05,-0.11,0.05,0.08,-0.09,45909,30.85,-83.28,0.3333333333333335,-0.5625,0.2093023255813955,0.7391304347826089,-0.5384615384615385,0.8837803320561941,0.019157088122605363,0.6845466155810983,0.9897828863346104,0.034482758620689655
Broomfield CO,Broomfield,Colorado,-0.04,0.01,0.03,0.02,-0.09,45869,39.94,-105.06,-0.2666666666666667,0.1875,0.11627906976744184,0.21739130434782616,-0.5384615384615385,0.10983397190293742,0.5874840357598978,0.5389527458492975,0.6743295019157088,0.034482758620689655
Pasco WA,Pasco,Washington,-0.04,-0.01,0.07,0.03,-0,45774,46.25,-119.13,-0.2666666666666667,0.06249999999999978,0.30232558139534893,0.30434782608695654,-0.07692307692307698,0.10983397190293742,0.43167305236270753,0.8173690932311622,0.776500638569604,0.4661558109833972
Salina KS,Salina,Kansas,0.02,-0.01,0.07,0.04,0.04,45715,38.82,-97.62,0.1333333333333333,0.06249999999999978,0.30232558139534893,0.39130434782608714,0.1282051282051282,0.6730523627075351,0.43167305236270753,0.8173690932311622,0.8671775223499362,0.7113665389527458
Porterville CA,Porterville,California,-0.04,0.05,-0.03,-0.03,-0.04,45703,36.06,-119.03,-0.2666666666666667,0.4374999999999998,-0.16279069767441867,-0.21739130434782605,-0.28205128205128216,0.10983397190293742,0.8326947637292464,0.16219667943805874,0.17879948914431673,0.2260536398467433
Manhattan KS,Manhattan,Kansas,-0.01,0.01,-0.01,-0.07,-0.07,45671,39.19,-96.59,-0.06666666666666676,0.1875,-0.06976744186046513,-0.5652173913043479,-0.435897435897436,0.367816091954023,0.5874840357598978,0.24521072796934865,0.02554278416347382,0.08939974457215837
Watsonville CA,Watsonville,California,0,-0.02,-0,-0,-0.01,45659,36.92,-121.77,0,0,-0.023255813953488413,0.04347826086956519,-0.1282051282051283,0.48148148148148145,0.3397190293742018,0.3090676883780332,0.46998722860791825,0.40229885057471265
Edina MN,Edina,Minnesota,0,-0.03,0.08,-0.02,-0.01,45648,44.89,-93.36,0,-0.0625,0.34883720930232553,-0.13043478260869568,-0.1282051282051283,0.48148148148148145,0.2656449553001277,0.8735632183908046,0.2515964240102171,0.40229885057471265
Albany OR,Albany,Oregon,-0.03,0,0.04,-0.02,-0.07,45535,44.62,-123.09,-0.19999999999999996,0.125,0.16279069767441867,-0.13043478260869568,-0.435897435897436,0.17879948914431673,0.5108556832694764,0.6232439335887612,0.2515964240102171,0.08939974457215837
The Colony TX,The Colony,Texas,-0,0.05,-0.01,-0.01,-0,45532,33.09,-96.89,0,0.4374999999999998,-0.06976744186046513,-0.04347826086956519,-0.07692307692307698,0.48148148148148145,0.8326947637292464,0.24521072796934865,0.3397190293742018,0.4661558109833972
Elmhurst IL,Elmhurst,Illinois,0.01,0.02,-0,-0.02,0.04,45463,41.9,-87.94,0.06666666666666665,0.24999999999999978,-0.023255813953488413,-0.13043478260869568,0.1282051282051282,0.5632183908045977,0.6564495530012772,0.3090676883780332,0.2515964240102171,0.7113665389527458
Olympia WA,Olympia,Washington,0.05,-0.02,0.1,-0.01,0.05,45403,47.04,-122.89,0.3333333333333335,0,0.4418604651162792,-0.04347826086956519,0.1794871794871793,0.8837803320561941,0.3397190293742018,0.9425287356321839,0.3397190293742018,0.7586206896551724
Danville VA,Danville,Virginia,0.01,0.02,-0,0.01,-0.09,45382,36.58,-79.41,0.06666666666666665,0.24999999999999978,-0.023255813953488413,0.1304347826086958,-0.5384615384615385,0.5632183908045977,0.6564495530012772,0.3090676883780332,0.5593869731800766,0.034482758620689655
Hendersonville TN,Hendersonville,Tennessee,0.03,0.01,0.07,-0.01,-0.03,45358,36.29,-86.6,0.19999999999999996,0.1875,0.30232558139534893,-0.04347826086956519,-0.23076923076923084,0.7675606641123882,0.5874840357598978,0.8173690932311622,0.3397190293742018,0.2848020434227331
Bremerton WA,Bremerton,Washington,-0.06,0.02,0.08,-0.08,0.03,45306,47.55,-122.7,-0.4,0.24999999999999978,0.34883720930232553,-0.6521739130434783,0.07692307692307687,0.0421455938697318,0.6564495530012772,0.8735632183908046,0.017879948914431672,0.6564495530012772
