full,city,state,extraversion,neuroticism,agreeableness,conscientiousness,openness,pop,lat,long,extraversion_scaled,neuroticism_scaled,agreeableness_scaled,conscientiousness_scaled,openness_scaled,extraversion_percentile,neuroticism_percentile,agreeableness_percentile,conscientiousness_percentile,openness_percentile
Abilene TX,Abilene,Texas,-0.06,0.08,0.03,0.06,-0.02,113888,32.45,-99.74,-0.4,0.625,0.11627906976744184,0.5652173913043479,-0.17948717948717952,0.0421455938697318,0.929757343550447,0.5389527458492975,0.9578544061302682,0.34227330779054915
Ann Arbor MI,Ann Arbor,Michigan,-0.04,-0.01,-0.01,-0.03,0.16,113716,42.28,-83.73,-0.2666666666666667,0.06249999999999978,-0.06976744186046513,-0.21739130434782605,0.7435897435897434,0.10983397190293742,0.43167305236270753,0.24521072796934865,0.17879948914431673,0.9808429118773946
Clarksville TN,Clarksville,Tennessee,0,0.05,-0.01,0.01,-0.1,113379,36.56,-87.35,0,0.4374999999999998,-0.06976744186046513,0.1304347826086958,-0.5897435897435899,0.48148148148148145,0.8326947637292464,0.24521072796934865,0.5593869731800766,0.022988505747126436
Peoria IL,Peoria,Illinois,-0.01,0.02,-0.02,0.02,-0.04,112894,40.74,-89.61,-0.06666666666666676,0.24999999999999978,-0.11627906976744184,0.21739130434782616,-0.28205128205128216,0.367816091954023,0.6564495530012772,0.20178799489144317,0.6743295019157088,0.2260536398467433
Downey CA,Downey,California,0.01,-0.04,0.05,-0.01,0.08,112762,33.94,-118.13,0.06666666666666665,-0.1250000000000001,0.2093023255813955,-0.04347826086956519,0.33333333333333326,0.5632183908045977,0.19284802043422733,0.6845466155810983,0.3397190293742018,0.8684546615581098
Lafayette LA,Lafayette,Louisiana,0.07,0.01,0.02,0,-0.02,112317,30.22,-92.03,0.4666666666666668,0.1875,0.06976744186046502,0.04347826086956519,-0.17948717948717952,0.9501915708812261,0.5874840357598978,0.46360153256704983,0.46998722860791825,0.34227330779054915
Bellevue WA,Bellevue,Washington,-0.03,-0.02,0.07,-0.04,-0.04,111896,47.6,-122.16,-0.19999999999999996,0,0.30232558139534893,-0.30434782608695654,-0.28205128205128216,0.17879948914431673,0.3397190293742018,0.8173690932311622,0.1111111111111111,0.2260536398467433
Beaumont TX,Beaumont,Texas,0.02,-0.03,0.02,0.05,0.01,110949,30.09,-94.14,0.1333333333333333,-0.0625,0.06976744186046502,0.4782608695652173,-0.02564102564102566,0.6730523627075351,0.2656449553001277,0.46360153256704983,0.9169859514687101,0.5325670498084292
West Covina CA,West Covina,California,0.01,-0.04,0.04,-0.08,0.02,110646,34.05,-117.91,0.06666666666666665,-0.1250000000000001,0.16279069767441867,-0.6521739130434783,0.02564102564102555,0.5632183908045977,0.19284802043422733,0.6232439335887612,0.017879948914431672,0.5951468710089399
Visalia CA,Visalia,California,-0.02,0.07,0.05,-0.02,-0.03,110620,36.33,-119.32,-0.1333333333333333,0.5625,0.2093023255813955,-0.13043478260869568,-0.23076923076923084,0.2656449553001277,0.9003831417624522,0.6845466155810983,0.2515964240102171,0.2848020434227331
Manchester NH,Manchester,New Hampshire,0.05,0.03,0.04,0.02,-0.06,110384,42.98,-71.44,0.3333333333333335,0.3125,0.16279069767441867,0.21739130434782616,-0.3846153846153847,0.8837803320561941,0.7305236270753512,0.6232439335887612,0.6743295019157088,0.12643678160919541
Independence MO,Independence,Missouri,0.02,-0.02,0.05,-0.01,-0.07,110124,39.09,-94.35,0.1333333333333333,0,0.2093023255813955,-0.04347826086956519,-0.435897435897436,0.6730523627075351,0.3397190293742018,0.6845466155810983,0.3397190293742018,0.08939974457215837
Norwalk CA,Norwalk,California,0.02,-0.01,-0.02,-0.04,0.12,110002,33.91,-118.08,0.1333333333333333,0.06249999999999978,-0.11627906976744184,-0.30434782608695654,0.5384615384615383,0.6730523627075351,0.43167305236270753,0.20178799489144317,0.1111111111111111,0.9425287356321839
Thornton CO,Thornton,Colorado,0.01,-0,0.1,-0.02,0.04,109695,39.89,-104.96,0.06666666666666665,0.125,0.4418604651162792,-0.13043478260869568,0.1282051282051282,0.5632183908045977,0.5108556832694764,0.9425287356321839,0.2515964240102171,0.7113665389527458
Antioch CA,Antioch,California,-0.06,0.01,-0.02,-0.02,-0.02,109485,37.99,-121.8,-0.4,0.1875,-0.11627906976744184,-0.13043478260869568,-0.17948717948717952,0.0421455938697318,0.5874840357598978,0.20178799489144317,0.2515964240102171,0.34227330779054915
Costa Mesa CA,Costa Mesa,California,-0.01,-0.05,0.06,-0,0.06,109357,33.67,-117.91,-0.06666666666666676,-0.1875,0.2558139534883721,0.04347826086956519,0.23076923076923062,0.367816091954023,0.13026819923371646,0.7535121328224776,0.46998722860791825,0.7994891443167306
Waterbury CT,Waterbury,Connecticut,-0.04,0.01,-0.09,-0.01,-0.06,108645,41.56,-73.04,-0.2666666666666667,0.1875,-0.4418604651162791,-0.04347826086956519,-0.3846153846153847,0.10983397190293742,0.5874840357598978,0.04342273307790549,0.3397190293742018,0.12643678160919541
Clearwater FL,Clearwater,Florida,0.06,-0.01,0.07,0.02,0.06,107866,27.98,-82.77,0.3999999999999999,0.06249999999999978,0.30232558139534893,0.21739130434782616,0.23076923076923062,0.9233716475095786,0.43167305236270753,0.8173690932311622,0.6743295019157088,0.7994891443167306
Fairfield CA,Fairfield,California,-0.02,-0.05,0.06,0.01,0.1,107749,38.25,-122.04,-0.1333333333333333,-0.1875,0.2558139534883721,0.1304347826086958,0.4358974358974359,0.2656449553001277,0.13026819923371646,0.7535121328224776,0.5593869731800766,0.9169859514687101
Richardson TX,Richardson,Texas,0.03,0,-0.01,0.01,-0.03,107481,32.97,-96.71,0.19999999999999996,0.125,-0.06976744186046513,0.1304347826086958,-0.23076923076923084,0.7675606641123882,0.5108556832694764,0.24521072796934865,0.5593869731800766,0.2848020434227331
Killeen TX,Killeen,Texas,0.03,-0.04,-0.06,0.03,0.09,106441,31.1,-97.72,0.19999999999999996,-0.1250000000000001,-0.3023255813953488,0.30434782608695654,0.3846153846153846,0.7675606641123882,0.19284802043422733,0.08556832694763729,0.776500638569604,0.8914431673052363
Charleston SC,Charleston,South Carolina,0.09,-0.03,0.01,0.02,0.04,106372,32.79,-79.99,0.6000000000000001,-0.0625,0.023255813953488413,0.21739130434782616,0.1282051282051282,0.9719029374201787,0.2656449553001277,0.37420178799489145,0.6743295019157088,0.7113665389527458
Provo UT,Provo,Utah,-0.04,-0.06,0.19,-0.04,-0.07,105832,40.25,-111.64,-0.2666666666666667,-0.25,0.86046511627907,-0.30434782608695654,-0.435897435897436,0.10983397190293742,0.09578544061302682,0.9987228607918263,0.1111111111111111,0.08939974457215837
West Jordan UT,West Jordan,Utah,-0.04,-0.04,0.1,0.05,-0.06,105629,40.6,-111.99,-0.2666666666666667,-0.1250000000000001,0.4418604651162792,0.4782608695652173,-0.3846153846153847,0.10983397190293742,0.19284802043422733,0.9425287356321839,0.9169859514687101,0.12643678160919541
Burbank CA,Burbank,California,0.04,-0.02,-0.02,0.03,0.11,105515,34.19,-118.33,0.26666666666666683,0,-0.11627906976744184,0.30434782608695654,0.487179487179487,0.8301404853128991,0.3397190293742018,0.20178799489144317,0.776500638569604,0.9310344827586207
Denton TX,Denton,Texas,-0,0.07,0.03,-0.01,0.04,105431,33.21,-97.13,0,0.5625,0.11627906976744184,-0.04347826086956519,0.1282051282051282,0.48148148148148145,0.9003831417624522,0.5389527458492975,0.3397190293742018,0.7113665389527458
Allentown PA,Allentown,Pennsylvania,-0.03,0.06,0.02,-0.03,-0,105224,40.6,-75.48,-0.19999999999999996,0.5,0.06976744186046502,-0.21739130434782605,-0.07692307692307698,0.17879948914431673,0.876117496807152,0.46360153256704983,0.17879948914431673,0.4661558109833972
Westminster CO,Westminster,Colorado,-0.06,-0,0.07,0.03,-0.03,104708,39.88,-105.05,-0.4,0.125,0.30232558139534893,0.30434782608695654,-0.23076923076923084,0.0421455938697318,0.5108556832694764,0.8173690932311622,0.776500638569604,0.2848020434227331
Pueblo CO,Pueblo,Colorado,0.01,-0.04,0.06,0.03,0.01,104659,38.27,-104.62,0.06666666666666665,-0.1250000000000001,0.2558139534883721,0.30434782608695654,-0.02564102564102566,0.5632183908045977,0.19284802043422733,0.7535121328224776,0.776500638569604,0.5325670498084292
Richmond CA,Richmond,California,0.03,-0.06,-0.05,0.03,0.1,103818,37.95,-122.36,0.19999999999999996,-0.25,-0.2558139534883722,0.30434782608695654,0.4358974358974359,0.7675606641123882,0.09578544061302682,0.1111111111111111,0.776500638569604,0.9169859514687101
Rialto CA,Rialto,California,0.02,-0.02,-0.03,0.03,0.05,103423,34.11,-117.39,0.1333333333333333,0,-0.16279069767441867,0.30434782608695654,0.1794871794871793,0.6730523627075351,0.3397190293742018,0.16219667943805874,0.776500638569604,0.7586206896551724
Lowell MA,Lowell,Massachusetts,-0.02,0.06,-0.02,-0.07,-0.09,103085,42.64,-71.32,-0.1333333333333333,0.5,-0.11627906976744184,-0.5652173913043479,-0.5384615384615385,0.2656449553001277,0.876117496807152,0.20178799489144317,0.02554278416347382,0.034482758620689655
South Bend IN,South Bend,Indiana,0.02,-0.02,-0.02,0.01,0.02,102927,41.68,-86.27,0.1333333333333333,0,-0.11627906976744184,0.1304347826086958,0.02564102564102555,0.6730523627075351,0.3397190293742018,0.20178799489144317,0.5593869731800766,0.5951468710089399
Norman OK,Norman,Oklahoma,-0.05,0.09,0.03,-0.01,0.11,102925,35.23,-97.34,-0.33333333333333337,0.6875,0.11627906976744184,-0.04347826086956519,0.487179487179487,0.06768837803320563,0.9489144316730523,0.5389527458492975,0.3397190293742018,0.9310344827586207
Santa Clara CA,Santa Clara,California,0.04,0,-0.02,-0.06,-0,102178,37.37,-121.97,0.26666666666666683,0.125,-0.11627906976744184,-0.4782608695652174,-0.07692307692307698,0.8301404853128991,0.5108556832694764,0.20178799489144317,0.04469987228607918,0.4661558109833972
Arvada CO,Arvada,Colorado,-0.02,-0.06,0.1,0.07,-0.02,101633,39.82,-105.11,-0.1333333333333333,-0.25,0.4418604651162792,0.6521739130434785,-0.17948717948717952,0.2656449553001277,0.09578544061302682,0.9425287356321839,0.9731800766283525,0.34227330779054915
Cambridge MA,Cambridge,Massachusetts,-0,-0,-0.08,-0.05,0.14,101342,42.38,-71.12,0,0.125,-0.39534883720930225,-0.3913043478260869,0.641025641025641,0.48148148148148145,0.5108556832694764,0.05236270753512133,0.07151979565772669,0.966794380587484
Billings MT,Billings,Montana,-0.08,0.03,0.07,0.05,0,101249,45.79,-108.54,-0.5333333333333334,0.3125,0.30232558139534893,0.4782608695652173,-0.07692307692307698,0.008939974457215836,0.7305236270753512,0.8173690932311622,0.9169859514687101,0.4661558109833972
Gresham OR,Gresham,Oregon,-0.03,0.03,0.08,0,0.01,100674,45.5,-122.44,-0.19999999999999996,0.3125,0.34883720930232553,0.04347826086956519,-0.02564102564102566,0.17879948914431673,0.7305236270753512,0.8735632183908046,0.46998722860791825,0.5325670498084292
Green Bay WI,Green Bay,Wisconsin,-0.04,0.08,-0.03,-0.05,-0.06,100616,44.52,-87.99,-0.2666666666666667,0.625,-0.16279069767441867,-0.3913043478260869,-0.3846153846153847,0.10983397190293742,0.929757343550447,0.16219667943805874,0.07151979565772669,0.12643678160919541
Wichita Falls TX,Wichita Falls,Texas,-0.03,0.08,0.02,-0.02,-0.02,100616,33.9,-98.52,-0.19999999999999996,0.625,0.06976744186046502,-0.13043478260869568,-0.17948717948717952,0.17879948914431673,0.929757343550447,0.46360153256704983,0.2515964240102171,0.34227330779054915
South Gate CA,South Gate,California,0.01,-0.01,-0.05,-0.02,0.05,100612,33.94,-118.19,0.06666666666666665,0.06249999999999978,-0.2558139534883722,-0.13043478260869568,0.1794871794871793,0.5632183908045977,0.43167305236270753,0.1111111111111111,0.2515964240102171,0.7586206896551724
Berkeley CA,Berkeley,California,-0.03,0.02,-0.07,-0.12,0.21,99653,37.87,-122.27,-0.19999999999999996,0.24999999999999978,-0.34883720930232565,-1,1,0.17879948914431673,0.6564495530012772,0.06768837803320563,0,1
Elk Grove CA,Elk Grove,California,-0.02,-0.04,0.09,-0.02,-0.06,99467,38.4,-121.37,-0.1333333333333333,-0.1250000000000001,0.39534883720930236,-0.13043478260869568,-0.3846153846153847,0.2656449553001277,0.19284802043422733,0.9080459770114943,0.2515964240102171,0.12643678160919541
Elgin IL,Elgin,Illinois,0.01,-0.03,-0.05,-0.04,-0.04,99411,42.04,-88.29,0.06666666666666665,-0.0625,-0.2558139534883722,-0.30434782608695654,-0.28205128205128216,0.5632183908045977,0.2656449553001277,0.1111111111111111,0.1111111111111111,0.2260536398467433
Erie PA,Erie,Pennsylvania,0,0.09,-0,0.02,-0.04,98968,42.13,-80.09,0,0.6875,-0.023255813953488413,0.21739130434782616,-0.28205128205128216,0.48148148148148145,0.9489144316730523,0.3090676883780332,0.6743295019157088,0.2260536398467433
Portsmouth VA,Portsmouth,Virginia,0.03,0.05,0.01,-0.01,0.12,98664,36.86,-76.36,0.19999999999999996,0.4374999999999998,0.023255813953488413,-0.04347826086956519,0.5384615384615383,0.7675606641123882,0.8326947637292464,0.37420178799489145,0.3397190293742018,0.9425287356321839
Midland TX,Midland,Texas,-0.02,0.03,0.07,-0,-0.08,98261,32.03,-102.1,-0.1333333333333333,0.3125,0.30232558139534893,0.04347826086956519,-0.4871794871794872,0.2656449553001277,0.7305236270753512,0.8173690932311622,0.46998722860791825,0.06513409961685823
Rochester MN,Rochester,Minnesota,-0.02,-0.09,0.09,-0.01,-0.08,98227,44.01,-92.48,-0.1333333333333333,-0.4375,0.39534883720930236,-0.04347826086956519,-0.4871794871794872,0.2656449553001277,0.031928480204342274,0.9080459770114943,0.3397190293742018,0.06513409961685823
Vacaville CA,Vacaville,California,-0.03,0.05,0.03,-0.02,0.02,98110,38.36,-121.97,-0.19999999999999996,0.4374999999999998,0.11627906976744184,-0.13043478260869568,0.02564102564102555,0.17879948914431673,0.8326947637292464,0.5389527458492975,0.2515964240102171,0.5951468710089399
Daly City CA,Daly City,California,-0.03,0.05,0.02,-0.04,-0.01,98084,37.69,-122.47,-0.19999999999999996,0.4374999999999998,0.06976744186046502,-0.30434782608695654,-0.1282051282051283,0.17879948914431673,0.8326947637292464,0.46360153256704983,0.1111111111111111,0.40229885057471265
Murrieta CA,Murrieta,California,0.03,-0.03,0.1,-0.02,-0.04,97999,33.56,-117.21,0.19999999999999996,-0.0625,0.4418604651162792,-0.13043478260869568,-0.28205128205128216,0.7675606641123882,0.2656449553001277,0.9425287356321839,0.2515964240102171,0.2260536398467433
Livonia MI,Livonia,Michigan,0,0.02,0.02,-0.04,-0.05,97722,42.4,-83.37,0,0.24999999999999978,0.06976744186046502,-0.30434782608695654,-0.33333333333333337,0.48148148148148145,0.6564495530012772,0.46360153256704983,0.1111111111111111,0.17624521072796934
Everett WA,Everett,Washington,-0.04,0.04,-0.02,-0.05,0.01,97575,47.96,-122.2,-0.2666666666666667,0.375,-0.11627906976744184,-0.3913043478260869,-0.02564102564102566,0.10983397190293742,0.7969348659003831,0.20178799489144317,0.07151979565772669,0.5325670498084292
Lewisville TX,Lewisville,Texas,0.04,0.04,0.01,-0,-0.06,97496,33.04,-96.98,0.26666666666666683,0.375,0.023255813953488413,0.04347826086956519,-0.3846153846153847,0.8301404853128991,0.7969348659003831,0.37420178799489145,0.46998722860791825,0.12643678160919541
Compton CA,Compton,California,0.13,-0.14,-0.07,0.01,0.17,97338,33.89,-118.23,0.8666666666666669,-0.7500000000000001,-0.34883720930232565,0.1304347826086958,0.7948717948717947,0.9885057471264368,0.007662835249042145,0.06768837803320563,0.5593869731800766,0.9885057471264368
Mission Viejo CA,Mission Viejo,California,0.11,-0.1,0.02,-0,0.06,97001,33.61,-117.65,0.7333333333333334,-0.5000000000000001,0.06976744186046502,0.04347826086956519,0.23076923076923062,0.9846743295019157,0.02681992337164751,0.46360153256704983,0.46998722860791825,0.7994891443167306
Gary IN,Gary,Indiana,0.08,-0.15,-0.03,0.11,0.16,96950,41.6,-87.34,0.5333333333333332,-0.8125,-0.16279069767441867,1,0.7435897435897434,0.9629629629629629,0.0038314176245210726,0.16219667943805874,0.9987228607918263,0.9808429118773946
Carson CA,Carson,California,0.05,-0.08,0.03,0.01,0.17,96933,33.84,-118.26,0.3333333333333335,-0.3750000000000001,0.11627906976744184,0.1304347826086958,0.7948717948717947,0.8837803320561941,0.04342273307790549,0.5389527458492975,0.5593869731800766,0.9885057471264368
Davenport IA,Davenport,Iowa,0.01,0.02,0.01,-0.01,-0.13,96595,41.56,-90.6,0.06666666666666665,0.24999999999999978,0.023255813953488413,-0.04347826086956519,-0.7435897435897436,0.5632183908045977,0.6564495530012772,0.37420178799489145,0.3397190293742018,0.002554278416347382
High Point NC,High Point,North Carolina,-0.09,0.05,0.01,-0,0.05,96011,35.98,-80,-0.6,0.4374999999999998,0.023255813953488413,0.04347826086956519,0.1794871794871793,0.005108556832694764,0.8326947637292464,0.37420178799489145,0.46998722860791825,0.7586206896551724
Centennial CO,Centennial,Colorado,-0.07,-0.02,0.06,0.01,0.05,95961,39.6,-104.85,-0.4666666666666667,0,0.2558139534883721,0.1304347826086958,0.1794871794871793,0.024265644955300127,0.3397190293742018,0.7535121328224776,0.5593869731800766,0.7586206896551724
West Palm Beach FL,West Palm Beach,Florida,0.09,-0.11,0.03,0.03,0.09,95924,26.75,-80.13,0.6000000000000001,-0.5625,0.11627906976744184,0.30434782608695654,0.3846153846153846,0.9719029374201787,0.019157088122605363,0.5389527458492975,0.776500638569604,0.8914431673052363
Round Rock TX,Round Rock,Texas,-0.06,0.07,0.05,-0.07,-0.03,95330,30.52,-97.67,-0.4,0.5625,0.2093023255813955,-0.5652173913043479,-0.23076923076923084,0.0421455938697318,0.9003831417624522,0.6845466155810983,0.02554278416347382,0.2848020434227331
Brockton MA,Brockton,Massachusetts,-0.03,0.04,-0.05,-0.02,0.01,94945,42.08,-71.03,-0.19999999999999996,0.375,-0.2558139534883722,-0.13043478260869568,-0.02564102564102566,0.17879948914431673,0.7969348659003831,0.1111111111111111,0.2515964240102171,0.5325670498084292
El Cajon CA,El Cajon,California,-0.03,-0.03,0.13,0.01,-0.05,94767,32.8,-116.96,-0.19999999999999996,-0.0625,0.5813953488372092,0.1304347826086958,-0.33333333333333337,0.17879948914431673,0.2656449553001277,0.9859514687100894,0.5593869731800766,0.17624521072796934
Orem UT,Orem,Utah,-0.04,-0.05,0.17,0.01,-0.05,94758,40.3,-111.7,-0.2666666666666667,-0.1875,0.7674418604651163,0.1304347826086958,-0.33333333333333337,0.10983397190293742,0.13026819923371646,0.9961685823754789,0.5593869731800766,0.17624521072796934
Dearborn MI,Dearborn,Michigan,-0.02,0.07,0.03,-0.04,0.02,94681,42.31,-83.21,-0.1333333333333333,0.5625,0.11627906976744184,-0.30434782608695654,0.02564102564102555,0.2656449553001277,0.9003831417624522,0.5389527458492975,0.1111111111111111,0.5951468710089399
Kenosha WI,Kenosha,Wisconsin,0.02,-0,-0.01,0.04,-0.01,94673,42.58,-87.85,0.1333333333333333,0.125,-0.06976744186046513,0.39130434782608714,-0.1282051282051283,0.6730523627075351,0.5108556832694764,0.24521072796934865,0.8671775223499362,0.40229885057471265
New Bedford MA,New Bedford,Massachusetts,-0.04,0.07,-0.02,-0.04,-0.08,94039,41.66,-70.94,-0.2666666666666667,0.5625,-0.11627906976744184,-0.30434782608695654,-0.4871794871794872,0.10983397190293742,0.9003831417624522,0.20178799489144317,0.1111111111111111,0.06513409961685823
Redding CA,Redding,California,-0.03,0,0.03,0.02,0.01,93865,40.57,-122.36,-0.19999999999999996,0.125,0.11627906976744184,0.21739130434782616,-0.02564102564102566,0.17879948914431673,0.5108556832694764,0.5389527458492975,0.6743295019157088,0.5325670498084292
Carlsbad CA,Carlsbad,California,0.05,-0.02,0.09,-0.03,-0,93848,33.12,-117.29,0.3333333333333335,0,0.39534883720930236,-0.21739130434782605,-0.07692307692307698,0.8837803320561941,0.3397190293742018,0.9080459770114943,0.17879948914431673,0.4661558109833972
Waukegan IL,Waukegan,Illinois,0.06,-0.12,0.01,0.01,0.06,93664,42.37,-87.87,0.3999999999999999,-0.625,0.023255813953488413,0.1304347826086958,0.23076923076923062,0.9233716475095786,0.011494252873563218,0.37420178799489145,0.5593869731800766,0.7994891443167306
Albany NY,Albany,New York,0.03,0.02,-0.07,0.03,0.08,93576,42.67,-73.8,0.19999999999999996,0.24999999999999978,-0.34883720930232565,0.30434782608695654,0.33333333333333326,0.7675606641123882,0.6564495530012772,0.06768837803320563,0.776500638569604,0.8684546615581098
Vista CA,Vista,California,-0.01,-0.01,0.03,-0.02,0.12,93266,33.19,-117.24,-0.06666666666666676,0.06249999999999978,0.11627906976744184,-0.13043478260869568,0.5384615384615383,0.367816091954023,0.43167305236270753,0.5389527458492975,0.2515964240102171,0.9425287356321839
Fall River MA,Fall River,Massachusetts,0,0.11,0.04,-0.05,-0.06,93128,41.71,-71.11,0,0.8124999999999998,0.16279069767441867,-0.3913043478260869,-0.3846153846153847,0.48148148148148145,0.9833971902937421,0.6232439335887612,0.07151979565772669,0.12643678160919541
Wilmington NC,Wilmington,North Carolina,-0,0.06,0.04,-0.01,-0.04,93097,34.21,-77.91,0,0.5,0.16279069767441867,-0.04347826086956519,-0.28205128205128216,0.48148148148148145,0.876117496807152,0.6232439335887612,0.3397190293742018,0.2260536398467433
Columbia MO,Columbia,Missouri,0.01,-0.03,0.12,0.03,0.02,92756,38.95,-92.33,0.06666666666666665,-0.0625,0.5348837209302324,0.30434782608695654,0.02564102564102555,0.5632183908045977,0.2656449553001277,0.9782886334610472,0.776500638569604,0.5951468710089399
Fargo ND,Fargo,North Dakota,-0.01,0.01,0.03,-0.05,0.01,92396,46.88,-96.82,-0.06666666666666676,0.1875,0.11627906976744184,-0.3913043478260869,-0.02564102564102566,0.367816091954023,0.5874840357598978,0.5389527458492975,0.07151979565772669,0.5325670498084292
Tyler TX,Tyler,Texas,0.01,-0.02,0.04,-0.01,0.04,92155,32.33,-95.3,0.06666666666666665,0,0.16279069767441867,-0.04347826086956519,0.1282051282051282,0.5632183908045977,0.3397190293742018,0.6232439335887612,0.3397190293742018,0.7113665389527458
Sunrise FL,Sunrise,Florida,0.01,0.01,-0.01,-0.02,0.02,92094,26.15,-80.3,0.06666666666666665,0.1875,-0.06976744186046513,-0.13043478260869568,0.02564102564102555,0.5632183908045977,0.5874840357598978,0.24521072796934865,0.2515964240102171,0.5951468710089399
Lakeland FL,Lakeland,Florida,0.01,0.02,0.01,0.06,0.01,92011,28.04,-81.96,0.06666666666666665,0.24999999999999978,0.023255813953488413,0.5652173913043479,-0.02564102564102566,0.5632183908045977,0.6564495530012772,0.37420178799489145,0.9578544061302682,0.5325670498084292
Lawton OK,Lawton,Oklahoma,-0.01,0.04,-0.05,0.04,-0.03,91453,34.6,-98.42,-0.06666666666666676,0.375,-0.2558139534883722,0.39130434782608714,-0.23076923076923084,0.367816091954023,0.7969348659003831,0.1111111111111111,0.8671775223499362,0.2848020434227331
Odessa TX,Odessa,Texas,0.01,-0.03,0,0.01,-0.02,91246,31.87,-102.35,0.06666666666666665,-0.0625,-0.023255813953488413,0.1304347826086958,-0.17948717948717952,0.5632183908045977,0.2656449553001277,0.3090676883780332,0.5593869731800766,0.34227330779054915
Palm Bay FL,Palm Bay,Florida,-0.05,-0.01,0,0.01,-0.05,91080,27.99,-80.66,-0.33333333333333337,0.06249999999999978,-0.023255813953488413,0.1304347826086958,-0.33333333333333337,0.06768837803320563,0.43167305236270753,0.3090676883780332,0.5593869731800766,0.17624521072796934
Boulder CO,Boulder,Colorado,0.01,-0.04,0.04,-0.04,0.16,90957,40.03,-105.25,0.06666666666666665,-0.1250000000000001,0.16279069767441867,-0.30434782608695654,0.7435897435897434,0.5632183908045977,0.19284802043422733,0.6232439335887612,0.1111111111111111,0.9808429118773946
Pompano Beach FL,Pompano Beach,Florida,0,-0.03,-0.01,0.02,0.07,90446,26.24,-80.13,0,-0.0625,-0.06976744186046513,0.21739130434782616,0.28205128205128194,0.48148148148148145,0.2656449553001277,0.24521072796934865,0.6743295019157088,0.8403575989782887
Roanoke VA,Roanoke,Virginia,-0.05,0.06,0.03,-0,0.03,90410,37.28,-79.96,-0.33333333333333337,0.5,0.11627906976744184,0.04347826086956519,0.07692307692307687,0.06768837803320563,0.876117496807152,0.5389527458492975,0.46998722860791825,0.6564495530012772
Temecula CA,Temecula,California,0.02,-0.06,0.08,0.02,0.03,90347,33.5,-117.13,0.1333333333333333,-0.25,0.34883720930232553,0.21739130434782616,0.07692307692307687,0.6730523627075351,0.09578544061302682,0.8735632183908046,0.6743295019157088,0.6564495530012772
Citrus Heights CA,Citrus Heights,California,-0.01,-0.02,0.12,0.04,0.03,90277,38.69,-121.29,-0.06666666666666676,0,0.5348837209302324,0.39130434782608714,0.07692307692307687,0.367816091954023,0.3397190293742018,0.9782886334610472,0.8671775223499362,0.6564495530012772
Westminster CA,Westminster,California,-0.01,0.05,0.05,-0.09,-0.03,90187,33.75,-117.99,-0.06666666666666676,0.4374999999999998,0.2093023255813955,-0.7391304347826086,-0.23076923076923084,0.367816091954023,0.8326947637292464,0.6845466155810983,0.008939974457215836,0.2848020434227331
Clovis CA,Clovis,California,-0.02,-0.02,0.06,0.02,0.02,90115,36.82,-119.7,-0.1333333333333333,0,0.2558139534883721,0.21739130434782616,0.02564102564102555,0.2656449553001277,0.3397190293742018,0.7535121328224776,0.6743295019157088,0.5951468710089399
Yakima WA,Yakima,Washington,-0.11,-0,0.02,-0.02,-0.06,89815,46.59,-120.53,-0.7333333333333334,0.125,0.06976744186046502,-0.13043478260869568,-0.3846153846153847,0.002554278416347382,0.5108556832694764,0.46360153256704983,0.2515964240102171,0.12643678160919541
Lynn MA,Lynn,Massachusetts,-0.07,0.1,-0.14,-0.08,-0.05,89786,42.47,-70.96,-0.4666666666666667,0.7500000000000002,-0.6744186046511629,-0.6521739130434783,-0.33333333333333337,0.024265644955300127,0.9693486590038314,0.010217113665389528,0.017879948914431672,0.17624521072796934
Sandy UT,Sandy,Utah,0,-0.09,0.14,0.02,-0.02,89698,40.57,-111.85,0,-0.4375,0.627906976744186,0.21739130434782616,-0.17948717948717952,0.48148148148148145,0.031928480204342274,0.9910600255427842,0.6743295019157088,0.34227330779054915
Tracy CA,Tracy,California,0.04,-0.04,0.06,-0.09,0.05,89639,37.74,-121.43,0.26666666666666683,-0.1250000000000001,0.2558139534883721,-0.7391304347826086,0.1794871794871793,0.8301404853128991,0.19284802043422733,0.7535121328224776,0.008939974457215836,0.7586206896551724
Miami Beach FL,Miami Beach,Florida,0.14,-0.06,-0.14,0.01,0.13,89531,25.81,-80.14,0.9333333333333336,-0.25,-0.6744186046511629,0.1304347826086958,0.5897435897435896,0.9948914431673053,0.09578544061302682,0.010217113665389528,0.5593869731800766,0.9604086845466155
San Mateo CA,San Mateo,California,0.02,-0.02,-0,-0.06,-0.03,89495,37.56,-122.31,0.1333333333333333,0,-0.023255813953488413,-0.4782608695652174,-0.23076923076923084,0.6730523627075351,0.3397190293742018,0.3090676883780332,0.04469987228607918,0.2848020434227331
Quincy MA,Quincy,Massachusetts,-0.01,0.07,0.01,-0.05,-0.05,89347,42.26,-71.01,-0.06666666666666676,0.5625,0.023255813953488413,-0.3913043478260869,-0.33333333333333337,0.367816091954023,0.9003831417624522,0.37420178799489145,0.07151979565772669,0.17624521072796934
Santa Monica CA,Santa Monica,California,0.03,-0.06,-0.04,-0.02,0.16,89112,34.01,-118.49,0.19999999999999996,-0.25,-0.2093023255813954,-0.13043478260869568,0.7435897435897434,0.7675606641123882,0.09578544061302682,0.140485312899106,0.2515964240102171,0.9808429118773946
